window,min_sats_per_dollar,max_sats_per_dollar,uniform_sats_per_dollar,dynamic_sats_per_dollar,uniform_percentile,dynamic_percentile,excess_percentile
2012-04-07 → 2013-04-07,614053.6698247127,21232721.21625787,10026197.529292429,20177289.277679138,45.648652311171936,94.88118261666568,49.232530305493746
2012-04-08 → 2013-04-08,536621.2853641551,20925672.881806467,9969650.80816977,20129343.078574155,46.26517068823145,96.09432641108592,49.829155722854466
2012-04-09 → 2013-04-09,433495.32229341695,20655107.32392982,9913661.251996236,20017571.963108897,46.88135609038315,96.84725747497612,49.96590138459297
2012-04-10 → 2013-04-10,433495.32229341695,20655107.32392982,9859050.984026687,19965952.186333247,46.61129716548078,96.59198713959695,49.980689974116174
2012-04-11 → 2013-04-11,433495.32229341695,20403340.80128599,9805912.028371869,19897232.830548678,46.932845404025954,97.46563902424926,50.5327936202233
2012-04-12 → 2013-04-12,433495.32229341695,20403340.80128599,9752775.98715525,19865486.39259141,46.66676402010881,97.30666714842445,50.639903128315645
2012-04-13 → 2013-04-13,433495.32229341695,20397314.484568045,9699828.320861168,19824097.093499467,46.41563281678197,97.12871877665683,50.71308595987485
2012-04-14 → 2013-04-14,433495.32229341695,20397314.484568045,9647531.834671695,19788702.095002905,46.15367649587772,96.95142304877602,50.7977465528983
2012-04-15 → 2013-04-15,433495.32229341695,20397314.484568045,9595784.30115753,19764602.446011536,45.8944699127408,96.83070642238567,50.93623650964487
2012-04-16 → 2013-04-16,433495.32229341695,20397314.484568045,9544717.915857002,19742913.922118057,45.63867524296626,96.72206727014138,51.08339202717512
2012-04-17 → 2013-04-17,433495.32229341695,20397314.484568045,9492471.857979001,19709103.863069095,45.37697152058067,96.55271060158944,51.17573908100877
2012-04-18 → 2013-04-18,433495.32229341695,20397314.484568045,9439998.529098537,19658440.040232383,45.11412938374333,96.2989323919949,51.18480300825156
2012-04-19 → 2013-04-19,433495.32229341695,20397314.484568045,9388975.807128001,19666036.003799863,44.85855342627847,96.33698104143285,51.47842761515438
2012-04-20 → 2013-04-20,433495.32229341695,20397314.484568045,9337856.264429368,19654353.3301293,44.602492487822204,96.27846180933803,51.67596932151582
2012-04-21 → 2013-04-21,433495.32229341695,20397314.484568045,9289249.536491752,19696934.41805978,44.3590183932989,96.4917531018726,52.1327347085737
2012-04-22 → 2013-04-22,433495.32229341695,20397314.484568045,9239690.590877578,19708178.600058217,44.11077458177498,96.54807590216966,52.437301320394674
2012-04-23 → 2013-04-23,433495.32229341695,20397314.484568045,9189025.490113702,19722723.842490748,43.856989970964555,96.62093391753388,52.76394394656932
2012-04-24 → 2013-04-24,433495.32229341695,20397314.484568045,9137338.92837081,19729723.50596614,43.598088799185945,96.65599566307714,53.05790686389119
2012-04-25 → 2013-04-25,433495.32229341695,20397314.484568045,9085575.473449087,19731414.510811403,43.338802464737775,96.66446601051675,53.32566354577897
2012-04-26 → 2013-04-26,433495.32229341695,20397314.484568045,9034501.35326589,19765531.232697867,43.08296905045946,96.83535877211285,53.752389721653394
2012-04-27 → 2013-04-27,433495.32229341695,20397314.484568045,8983031.677844813,19783397.43335592,42.825154275627504,96.92485167180719,54.099697396179685
2012-04-28 → 2013-04-28,433495.32229341695,20397314.484568045,8931444.64024276,19825426.133601476,42.566751626401256,97.13537602039965,54.56862439399839
2012-04-29 → 2013-04-29,433495.32229341695,20397314.484568045,8878378.021692626,19828507.524306566,42.30093766506057,97.15081089626204,54.84987323120147
2012-04-30 → 2013-04-30,433495.32229341695,20294313.32822648,8824611.46317442,19759152.585413706,42.24959988241323,97.30544460629514,55.05584472388191
2012-05-01 → 2013-05-01,433495.32229341695,20294313.32822648,8771679.713293115,19705042.715141166,41.983086439384394,97.03299928074826,55.04991284136386
2012-05-02 → 2013-05-02,433495.32229341695,20294313.32822648,8719463.28545988,19663136.628104255,41.720174671008905,96.82200048389915,55.10182581289024
2012-05-03 → 2013-05-03,433495.32229341695,20294313.32822648,8668233.037292136,19658212.920419235,41.46222835604625,96.79720942200255,55.3349810659563
2012-05-04 → 2013-05-04,433495.32229341695,20294313.32822648,8617285.92629279,19690845.151438646,41.20570764786532,96.96151398896279,55.755806341097475
2012-05-05 → 2013-05-05,433495.32229341695,20294313.32822648,8565905.406562699,19703148.08632535,40.947004709674445,97.02345975012445,56.07645504045
2012-05-06 → 2013-05-06,433495.32229341695,20294313.32822648,8514309.595836202,19706412.31548261,40.68721777284695,97.03989527234856,56.35267749950161
2012-05-07 → 2013-05-07,433495.32229341695,20294313.32822648,8462630.294886336,19708194.831329167,40.42701045946022,97.04887030976155,56.621859850301334
2012-05-08 → 2013-05-08,433495.32229341695,20294313.32822648,8411128.963121237,19735610.038445827,40.167699227920245,97.18690695612965,57.0192077282094
2012-05-09 → 2013-05-09,433495.32229341695,20294313.32822648,8359179.475207643,19723952.273465622,39.906131512541776,97.12820965082871,57.22207813828693
2012-05-10 → 2013-05-10,433495.32229341695,20294313.32822648,8307303.938429564,19769050.788394023,39.644936144039924,97.3552824477041,57.710346303664174
2012-05-11 → 2013-05-11,433495.32229341695,20223285.073011,8254220.575599625,19606223.275777142,39.518991115217005,96.88191837807936,57.36292726286236
2012-05-12 → 2013-05-12,433495.32229341695,20223285.073011,8201554.4804338,19599882.800520215,39.25286350178992,96.84987925418369,57.59701575239377
2012-05-13 → 2013-05-13,433495.32229341695,20223285.073011,8148646.211581371,19491399.45633691,38.985512157895464,96.30170089782006,57.31618873992459
2012-05-14 → 2013-05-14,433495.32229341695,19954360.697598457,8095924.339557691,19349272.251671154,39.25250684305043,96.90029906823304,57.647792225182606
2012-05-15 → 2013-05-15,433495.32229341695,19866337.689325895,8043911.173352542,19334595.29497841,39.162649021277915,97.26369213363466,58.10104311235675
2012-05-16 → 2013-05-16,433495.32229341695,19654920.490823753,7992051.232634831,19264680.970564406,39.323597725294675,97.96976802272573,58.646170297431055
2012-05-17 → 2013-05-17,433495.32229341695,19649688.54074559,7940678.845342061,19254917.555996265,39.066965229304316,97.94563376699269,58.87866853768837
2012-05-18 → 2013-05-18,433495.32229341695,19649688.54074559,7889308.812616235,19212958.99260434,38.79963843808274,97.72728373837393,58.92764530029119
2012-05-19 → 2013-05-19,433495.32229341695,19649688.54074559,7838261.604823172,19207246.17885466,38.53399160984391,97.69755457357662,59.163562963732716
2012-05-20 → 2013-05-20,433495.32229341695,19649688.54074559,7787138.75024333,19192051.821805686,38.26795111993693,97.61848398516068,59.35053286522375
2012-05-21 → 2013-05-21,433495.32229341695,19649688.54074559,7735834.651089332,19157706.709151745,38.0009674433535,97.43975393044329,59.438786487089786
2012-05-22 → 2013-05-22,433495.32229341695,19649688.54074559,7684496.959198984,19115824.765962824,37.73380895203978,97.22180262909654,59.487993677056764
2012-05-23 → 2013-05-23,433495.32229341695,19592557.85037788,7633017.582141748,19043537.324634142,37.57763329648752,97.13440819487408,59.556774898386564
2012-05-24 → 2013-05-24,433495.32229341695,19592557.85037788,7581864.175777248,19005886.550531015,37.3106400326495,96.93789140785523,59.62725137520573
2012-05-25 → 2013-05-25,433495.32229341695,19592557.85037788,7530611.890098532,18963778.880278558,37.043130671982254,96.7181120204727,59.67498134849045
2012-05-26 → 2013-05-26,433495.32229341695,19592557.85037788,7479526.446350823,18935033.78566724,36.776492136444176,96.56807808969357,59.791585953249395
2012-05-27 → 2013-05-27,433495.32229341695,19475652.584461253,7428156.571472861,18869988.946954228,36.73250437373577,96.8193538727341,60.086849498998326
2012-05-28 → 2013-05-28,433495.32229341695,19469171.40978848,7377114.493881059,18784613.71087565,36.476871846695545,96.40381725468355,59.926945407988
2012-05-29 → 2013-05-29,433495.32229341695,19461823.8613676,7326028.819245325,18704064.921916954,36.222485242454525,96.01773251972917,59.79524727727464
2012-05-30 → 2013-05-30,433495.32229341695,19461823.8613676,7275119.498698268,18607039.422509704,35.95494035304127,95.50783224547223,59.55289189243096
2012-05-31 → 2013-05-31,433495.32229341695,19298910.263977036,7224082.74407981,18458674.904080763,35.99490094852044,95.54616019582082,59.55125924730038
2012-06-01 → 2013-06-01,433495.32229341695,19183897.85946346,7173474.931500269,18220118.245368436,35.94578620830026,94.85995240803781,58.91416619973755
2012-06-02 → 2013-06-02,433495.32229341695,19183897.85946346,7123827.773498558,18085483.179282065,35.6810070500753,94.14191413755549,58.46090708748019
2012-06-03 → 2013-06-03,433495.32229341695,19183897.85946346,7073944.218429891,18051121.795416653,35.414967134559994,93.95865735788212,58.54369022332212
2012-06-04 → 2013-06-04,433495.32229341695,19015868.4968659,7023802.46523781,17895144.450129777,35.465368610519334,93.96888634079481,58.503517730275476
2012-06-05 → 2013-06-05,433495.32229341695,18429733.975228854,6974107.020368599,17489344.622069485,36.34432630180928,94.77452276947895,58.43019646766967
2012-06-06 → 2013-06-06,433495.32229341695,18361529.407531306,6926047.515381822,17179353.315768775,36.214523925043366,93.40599149833194,57.19146757328858
2012-06-07 → 2013-06-07,433495.32229341695,18322086.851099912,6878358.800326076,17050803.639123097,36.027786020237066,92.89332975192801,56.86554373169094
2012-06-08 → 2013-06-08,433495.32229341695,18322086.851099912,6831959.29613462,16951742.046507824,35.768405598269595,92.33956009121576,56.571154492946164
2012-06-09 → 2013-06-09,433495.32229341695,18322086.851099912,6786099.663421882,16959338.85099405,35.51204314156702,92.38202740606273,56.86998426449571
2012-06-10 → 2013-06-10,433495.32229341695,18322086.851099912,6739550.29246781,16966593.783524614,35.251824941161956,92.42258360367549,57.170758662513535
2012-06-11 → 2013-06-11,433495.32229341695,17898703.06526392,6692031.387097959,16777177.210969726,35.834306450339895,93.57851409041731,57.74420764007742
2012-06-12 → 2013-06-12,433495.32229341695,17459651.14315759,6645696.250215495,16251012.15217727,36.48622151284161,92.90128080761934,56.415059294777734
2012-06-13 → 2013-06-13,433495.32229341695,16922474.33676477,6600688.826335903,15808529.096432624,37.401912505497904,93.2443043359173,55.8423918304194
2012-06-14 → 2013-06-14,433495.32229341695,16772829.78384757,6557206.4646132905,15521229.958208695,37.47833889274217,92.33995834662763,54.86161945388545
2012-06-15 → 2013-06-15,433495.32229341695,16129119.438507905,6514114.719819905,15249653.546162266,38.740857658822605,94.396744686074,55.655887027251396
2012-06-16 → 2013-06-16,433495.32229341695,16129119.438507905,6474989.679150885,15263470.149138002,38.491584100923106,94.48477306183933,55.99318896091623
2012-06-17 → 2013-06-17,433495.32229341695,16129119.438507905,6435319.755920332,15296967.805439575,38.23883898587176,94.69819341424805,56.459354428376294
2012-06-18 → 2013-06-18,433495.32229341695,15845739.397979625,6393870.993183342,15265516.498455018,38.67299039399977,96.23531202415913,57.56232163015936
2012-06-19 → 2013-06-19,433495.32229341695,15829112.372464694,6353193.281921236,15151041.235545613,38.45054043846825,95.59568717051495,57.1451467320467
2012-06-20 → 2013-06-20,433495.32229341695,15829112.372464694,6313744.339852045,15105071.97023702,38.19430555070354,95.29710046782685,57.10279491712331
2012-06-21 → 2013-06-21,433495.32229341695,15829112.372464694,6275619.411681707,15141478.773849467,37.94667060339291,95.5335755859972,57.58690498260429
2012-06-22 → 2013-06-22,433495.32229341695,15829112.372464694,6237401.33830855,15181427.764075361,37.69843064491244,95.79305846411576,58.09462781920332
2012-06-23 → 2013-06-23,433495.32229341695,15829112.372464694,6198498.869141376,15218742.13951742,37.44574529270864,96.03542858361443,58.589683290905796
2012-06-24 → 2013-06-24,433495.32229341695,15829112.372464694,6158880.96708982,15238817.829232143,37.18841294985775,96.16582731754825,58.9774143676905
2012-06-25 → 2013-06-25,433495.32229341695,15829112.372464694,6118649.671528241,15206892.189966595,36.92709639833225,95.95845895315266,59.031362554820404
2012-06-26 → 2013-06-26,433495.32229341695,15545183.18708164,6078170.313319522,15078242.159222692,37.353041179329644,96.91006701543267,59.55702583610303
2012-06-27 → 2013-06-27,433495.32229341695,15503894.229279509,6038519.582487335,14928764.68982958,37.19227536568812,96.18371389503619,58.99143852934807
2012-06-28 → 2013-06-28,433495.32229341695,15503894.229279509,6000275.6859444035,14903987.577385861,36.93850705617639,96.01930476030364,59.08079770412725
2012-06-29 → 2013-06-29,433495.32229341695,15503894.229279509,5961892.63260677,14868812.069352219,36.68381536835491,95.78589681768219,59.10208144932728
2012-06-30 → 2013-06-30,433495.32229341695,15503894.229279509,5923913.899012875,14857740.478340756,36.431806554067386,95.71243100513273,59.28062445106534
2012-07-01 → 2013-07-01,433495.32229341695,15503894.229279509,5886311.830871692,14868875.479013119,36.18229711259035,95.78631757403569,59.604020461445344
2012-07-02 → 2013-07-02,433495.32229341695,15503894.229279509,5848193.349454923,14843858.30736804,35.92936099821119,95.62031552060975,59.69095452239856
2012-07-03 → 2013-07-03,433495.32229341695,15503894.229279509,5811193.354773716,14935465.809203546,35.6838466298818,96.2281793362984,60.5443327064166
2012-07-04 → 2013-07-04,433495.32229341695,15349582.12855167,5772285.625793817,14886737.897295022,35.79216434474246,96.89701302179031,61.104848677047855
2012-07-05 → 2013-07-05,433495.32229341695,15054802.633327153,5734397.7836918365,14672645.253919598,36.25464090613962,97.38629815188163,61.13165724574201
2012-07-06 → 2013-07-06,433495.32229341695,14987602.578812439,5697382.880321937,14502555.247468226,36.16771173423048,96.66728214382951,60.49957040959903
2012-07-07 → 2013-07-07,433495.32229341695,14713850.145353116,5660222.161247681,14290393.698061973,36.60081912330516,97.034692397087,60.43387327378184
2012-07-08 → 2013-07-08,433495.32229341695,14713850.145353116,5623783.771322256,14109986.988769356,36.345654665720495,95.77137148154995,59.42571681582945
2012-07-09 → 2013-07-09,433495.32229341695,14219904.797827138,5587230.240026794,13797190.988708062,37.38272047467862,96.9338368349696,59.551116360290976
2012-07-10 → 2013-07-10,433495.32229341695,13930331.556291133,5551591.924426478,13439221.585990092,37.92071351685283,96.36129562671906,58.44058210986623
2012-07-11 → 2013-07-11,433495.32229341695,13917598.209033752,5516653.557201007,13186131.60511038,37.69741507910135,94.57534097694655,56.8779258978452
2012-07-12 → 2013-07-12,433495.32229341695,13234628.327901749,5481661.580899728,12788841.767760057,39.43530823712752,96.5176007471652,57.08229251003768
2012-07-13 → 2013-07-13,433495.32229341695,13192387.31271553,5448484.430504712,12462023.141977407,39.305835584907875,94.27564579050912,54.96981020560124
2012-07-14 → 2013-07-14,433495.32229341695,13192387.31271553,5415719.034554873,12343688.216526885,39.04903118547855,93.34817555610823,54.29914437062968
2012-07-15 → 2013-07-15,433495.32229341695,13110911.33799502,5382587.2162460275,12125238.032739906,39.038648631731554,92.22496679106918,53.186318159337624
2012-07-16 → 2013-07-16,433495.32229341695,12770377.88555351,5349741.965873161,11281139.456781361,39.849991425067095,87.9285676820238,48.0785762569567
2012-07-17 → 2013-07-17,433495.32229341695,12770377.88555351,5320574.431932854,9481648.322009131,39.61356594406941,73.34229659169817,33.728730647628765
2012-07-18 → 2013-07-18,433495.32229341695,12770377.88555351,5292571.757000795,9481526.44556476,39.38658254864135,73.3413086886056,33.954726139964244
2012-07-19 → 2013-07-19,433495.32229341695,12770377.88555351,5265699.493743254,9489339.982648259,39.16876201643034,73.4046434657945,34.235881449364165
2012-07-20 → 2013-07-20,433495.32229341695,12770377.88555351,5238147.178629064,9506415.552003851,38.94542913656455,73.5430541969337,34.59762506036915
2012-07-21 → 2013-07-21,433495.32229341695,12770377.88555351,5209314.8957694555,9518015.586895403,38.71172112555152,73.63708147515467,34.92536034960315
2012-07-22 → 2013-07-22,433495.32229341695,12770377.88555351,5181721.370698861,9512069.687960545,38.48805420703217,73.58888535344914,35.10083114641697
2012-07-23 → 2013-07-23,433495.32229341695,12770377.88555351,5152743.498310175,9527941.777852258,38.25316607998633,73.71754095027698,35.464374870290655
2012-07-24 → 2013-07-24,433495.32229341695,12770377.88555351,5123816.5659112865,9506527.8067095,38.01869086106,73.54396410837262,35.52527324731262
2012-07-25 → 2013-07-25,433495.32229341695,12770377.88555351,5094982.392689797,9477837.378525674,37.78496752719801,73.3114059395102,35.52643841231218
2012-07-26 → 2013-07-26,433495.32229341695,12770377.88555351,5066862.04180954,9448475.198829023,37.557030276956205,73.0734027037163,35.51637242676009
2012-07-27 → 2013-07-27,433495.32229341695,12770377.88555351,5039177.885990204,9434458.43555466,37.3326287259373,72.95978596786355,35.627157241926255
2012-07-28 → 2013-07-28,433495.32229341695,12770377.88555351,5011395.012869808,9426228.962882716,37.107426994641465,72.89307971018665,35.78565271554519
2012-07-29 → 2013-07-29,433495.32229341695,12770377.88555351,4983424.754028137,9415896.544880224,36.88070635676356,72.80932744984446,35.9286210930809
2012-07-30 → 2013-07-30,433495.32229341695,12770377.88555351,4955017.533585049,9389425.882934557,36.6504438062576,72.59476220769409,35.94431840143649
2012-07-31 → 2013-07-31,433495.32229341695,12770377.88555351,4927741.623571862,9348557.552289352,36.429351404078005,72.26349269584095,35.83414129176295
2012-08-01 → 2013-08-01,433495.32229341695,12770377.88555351,4901258.2221556455,9329159.650798958,36.21468289863981,72.10625766186112,35.891574763221314
2012-08-02 → 2013-08-02,433495.32229341695,12770377.88555351,4875546.135821471,9315062.621370923,36.006266500069664,71.99199030658924,35.98572380651958
2012-08-03 → 2013-08-03,433495.32229341695,12770377.88555351,4852511.457942486,9315956.274373809,35.81955257326628,71.99923405717456,36.17968148390828
2012-08-04 → 2013-08-04,433495.32229341695,12770377.88555351,4830316.752145677,9319403.200560398,35.63964727155816,72.02717406688865,36.38752679533049
2012-08-05 → 2013-08-05,433495.32229341695,12770377.88555351,4808097.100257172,9323056.118202435,35.45953976243202,72.05678379708836,36.597244034656335
2012-08-06 → 2013-08-06,433495.32229341695,12770377.88555351,4785607.945016636,9326732.385200871,35.27724771964716,72.0865827919283,36.80933507228114
2012-08-07 → 2013-08-07,433495.32229341695,12770377.88555351,4763286.227960084,9330966.357865017,35.096312893185996,72.12090242367024,37.02458953048425
2012-08-08 → 2013-08-08,433495.32229341695,12770377.88555351,4741213.078156843,9335771.257263849,34.91739289706821,72.15984985933069,37.24245696226248
2012-08-09 → 2013-08-09,433495.32229341695,12770377.88555351,4719487.108806249,9341537.200205533,34.74128706774553,72.20658729816192,37.46530023041639
2012-08-10 → 2013-08-10,433495.32229341695,12770377.88555351,4697809.235833737,9347711.444361584,34.56557109686428,72.25663433495903,37.69106323809475
2012-08-11 → 2013-08-11,433495.32229341695,12770377.88555351,4676840.079600718,9356137.157834304,34.39559982474189,72.32493127650416,37.929331451762266
2012-08-12 → 2013-08-12,433495.32229341695,12770377.88555351,4656031.609509554,9365197.238406086,34.22693103840576,72.39837025531686,38.171439216911104
2012-08-13 → 2013-08-13,433495.32229341695,12770377.88555351,4635257.551958587,9375612.193413025,34.05854119239366,72.48279154208468,38.42425034969102
2012-08-14 → 2013-08-14,433495.32229341695,12770377.88555351,4615216.776602907,9389199.496892437,33.89609516720929,72.59292717326818,38.69683200605889
2012-08-15 → 2013-08-15,433495.32229341695,12770377.88555351,4595582.631742968,9404734.134630177,33.736945197520754,72.71884745870562,38.98190226118487
2012-08-16 → 2013-08-16,433495.32229341695,12770377.88555351,4577616.559962144,9425564.153994555,33.59131625367129,72.88769091861185,39.296374664940565
2012-08-17 → 2013-08-17,433495.32229341695,12770377.88555351,4560046.072396754,9450631.408026464,33.448893826649766,73.09088045132704,39.64198662467727
2012-08-18 → 2013-08-18,433495.32229341695,12770377.88555351,4540177.464438799,9484646.649424678,33.287843351733805,73.36660036050016,40.07875700876635
2012-08-19 → 2013-08-19,433495.32229341695,12770377.88555351,4519236.141992386,9543536.795564098,33.11809769403599,73.8439506622271,40.72585296819111
2012-08-20 → 2013-08-20,433495.32229341695,10232738.962531712,4486958.978007183,9640415.955902245,41.365066575844374,93.95542116947443,52.59035459363006
2012-08-21 → 2013-08-21,433495.32229341695,10232738.962531712,4462047.366217057,9217568.767150817,41.110846834967305,89.64032089974438,48.52947406477708
2012-08-22 → 2013-08-22,433495.32229341695,10232738.962531712,4436951.956291425,9205281.800923306,40.85475145815084,89.51493401603575,48.660182557884916
2012-08-23 → 2013-08-23,433495.32229341695,9993471.3276773,4411530.609516893,9168645.752035292,41.6113522145157,91.37209575445073,49.76074353993503
2012-08-24 → 2013-08-24,433495.32229341695,9993471.3276773,4386957.653442892,9121279.542727843,41.35431227989492,90.87663207043339,49.52231979053847
2012-08-25 → 2013-08-25,433495.32229341695,9993471.3276773,4363583.452121007,9112555.605417516,41.10981165239626,90.78537726701741,49.67556561462115
2012-08-26 → 2013-08-26,433495.32229341695,9993471.3276773,4340204.774951308,9110914.805517625,40.86526420628831,90.76821404507034,49.90294983878203
2012-08-27 → 2013-08-27,433495.32229341695,9993471.3276773,4316615.9667231,9104514.700196499,40.61851873103897,90.70126716866058,50.08274843762161
2012-08-28 → 2013-08-28,433495.32229341695,9993471.3276773,4293859.660959778,9108317.231592055,40.380481462425465,90.741042701501,50.36056123907554
2012-08-29 → 2013-08-29,433495.32229341695,9993471.3276773,4271167.976232544,9116008.774057476,40.14312014776886,90.8214983685559,50.67837822078703
2012-08-30 → 2013-08-30,433495.32229341695,9993471.3276773,4248215.042601908,9127286.35715659,39.90302609713831,90.93946501504918,51.03643891791087
2012-08-31 → 2013-08-31,433495.32229341695,9993471.3276773,4224874.413141096,9146082.143991735,39.65887664061595,91.13607415742109,51.47719751680514
2012-09-01 → 2013-09-01,433495.32229341695,9993471.3276773,4199922.0680223685,9158223.97544504,39.39786819138266,91.2630810813555,51.86521288997283
2012-09-02 → 2013-09-02,433495.32229341695,9871064.653396674,4174726.2752179396,9118828.529063636,39.64189105975204,92.02934465494305,52.387453595191005
2012-09-03 → 2013-09-03,433495.32229341695,9871064.653396674,4150123.0327070956,9070192.29563844,39.381196365518015,91.5139976231082,52.13280125759018
2012-09-04 → 2013-09-04,433495.32229341695,9871064.653396674,4126324.459575513,9048850.611878043,39.129027906705744,91.28786223790831,52.15883433120257
2012-09-05 → 2013-09-05,433495.32229341695,9871064.653396674,4102194.4341631145,9018513.73154853,38.873347396546485,90.96641421177797,52.09306681523149
2012-09-06 → 2013-09-06,433495.32229341695,9871064.653396674,4079731.569122831,9014518.587638497,38.63533203207915,90.9240818720635,52.28874983998435
2012-09-07 → 2013-09-07,433495.32229341695,9871064.653396674,4057531.197676019,9015219.285595313,38.400098036248814,90.93150643163209,52.531408395383274
2012-09-08 → 2013-09-08,433495.32229341695,9871064.653396674,4035177.6874392703,9014075.99616759,38.16324138966421,90.91939219556546,52.75615080590126
2012-09-09 → 2013-09-09,433495.32229341695,9871064.653396674,4012689.682932035,9011643.231428474,37.924959648695996,90.89361474531566,52.96865509661966
2012-09-10 → 2013-09-10,433495.32229341695,9871064.653396674,3990226.1530072945,9008506.342227004,37.686937239147085,90.86037642842052,53.17343918927344
2012-09-11 → 2013-09-11,433495.32229341695,9871064.653396674,3967817.2028510794,9005375.375095453,37.449493154022726,90.82720086147414,53.377707707451414
2012-09-12 → 2013-09-12,433495.32229341695,9871064.653396674,3945724.7090480397,9004757.78680499,37.21540222416614,90.82065692766243,53.605254703496286
2012-09-13 → 2013-09-13,433495.32229341695,9871064.653396674,3923722.7392515303,9003624.315235652,36.98227048203421,90.80864672111906,53.82637623908485
2012-09-14 → 2013-09-14,433495.32229341695,9871064.653396674,3901911.4727677805,9001799.14801295,36.751159422411405,90.78930734295218,54.03814792054078
2012-09-15 → 2013-09-15,433495.32229341695,9871064.653396674,3880803.3860233603,9006268.892561788,36.527499219197274,90.83666852666406,54.30916930746678
2012-09-16 → 2013-09-16,433495.32229341695,9871064.653396674,3859652.4863862474,9006565.905655472,36.30338537277068,90.83981566215269,54.53643028938201
2012-09-17 → 2013-09-17,433495.32229341695,9871064.653396674,3838820.31367001,9008335.363316856,36.08264874043059,90.8585647446686,54.775916004238006
2012-09-18 → 2013-09-18,433495.32229341695,9871064.653396674,3818029.346961905,9008253.372028027,35.86234872483669,90.85769596918253,54.99534724434584
2012-09-19 → 2013-09-19,433495.32229341695,9871064.653396674,3797943.1100496817,9011859.630100008,35.64951598997111,90.89590769452684,55.246391704555734
2012-09-20 → 2013-09-20,433495.32229341695,9871064.653396674,3778316.421115474,9012670.969839936,35.44155260188214,90.9045046087477,55.462952006865564
2012-09-21 → 2013-09-21,433495.32229341695,9871064.653396674,3758435.936277389,9011434.972573487,35.23090000542846,90.89140804518259,55.66050803975413
2012-09-22 → 2013-09-22,433495.32229341695,9871064.653396674,3738502.2979927794,9011143.175333267,35.01968419778491,90.88831617660942,55.86863197882451
2012-09-23 → 2013-09-23,433495.32229341695,9871064.653396674,3718355.8176744822,9010324.673166567,34.80621312688215,90.8796433696823,56.07343024280015
2012-09-24 → 2013-09-24,433495.32229341695,9871064.653396674,3698103.8515616604,9010242.276139397,34.591624333917444,90.8787702950136,56.28714596109615
2012-09-25 → 2013-09-25,433495.32229341695,9871064.653396674,3677758.9810648323,9010136.254674718,34.37605113087057,90.87764689701821,56.50159576614764
2012-09-26 → 2013-09-26,433495.32229341695,9871064.653396674,3657522.5253723254,9011415.567553354,34.161626685523046,90.89120243058574,56.72957574506269
2012-09-27 → 2013-09-27,433495.32229341695,9871064.653396674,3637502.99606221,9013686.972391253,33.949500780983854,90.91527011960831,56.965769338624455
2012-09-28 → 2013-09-28,433495.32229341695,9871064.653396674,3617478.2943039197,9014389.510625312,33.737320069449424,90.92271417866007,57.18539410921065
2012-09-29 → 2013-09-29,433495.32229341695,9871064.653396674,3597560.6304175365,9016010.367905006,33.52627352570918,90.93988869916242,57.413615173453245
2012-09-30 → 2013-09-30,433495.32229341695,9871064.653396674,3577701.765812044,9017360.96632041,33.315850016129815,90.95419957061694,57.63834955448712
2012-10-01 → 2013-10-01,433495.32229341695,9871064.653396674,3557794.338960419,9018503.50539814,33.10491194348418,90.96630585601358,57.861393912529394
2012-10-02 → 2013-10-02,433495.32229341695,9871064.653396674,3538365.7836554153,9019431.706499947,32.89904796915582,90.9761410272239,58.07709305806808
2012-10-03 → 2013-10-03,433495.32229341695,9871064.653396674,3519356.0367960525,9025588.885342367,32.697621667611074,91.04138217805846,58.34376051044738
2012-10-04 → 2013-10-04,433495.32229341695,9871064.653396674,3500507.319467754,9026778.44765355,32.497901626708384,91.05398671922205,58.55608509251367
2012-10-05 → 2013-10-05,433495.32229341695,9871064.653396674,3481515.954900368,9025631.373251202,32.29667010298547,91.04183237775865,58.74516227477318
2012-10-06 → 2013-10-06,433495.32229341695,9871064.653396674,3462321.1986133093,9024188.182088178,32.093283451045345,91.02654039830512,58.93325694725977
2012-10-07 → 2013-10-07,433495.32229341695,9871064.653396674,3442677.317207451,9022026.970473496,31.885137892409627,91.0036403110172,59.11850241860756
2012-10-08 → 2013-10-08,433495.32229341695,9871064.653396674,3421856.915871599,9014052.271470187,31.664525989011636,90.91914080989008,59.254614820878444
2012-10-09 → 2013-10-09,433495.32229341695,9871064.653396674,3400740.3581696325,9012850.309490914,31.44077602796634,90.9064048824801,59.46562885451377
2012-10-10 → 2013-10-10,433495.32229341695,9871064.653396674,3379798.272082765,9020227.158311537,31.21887475919527,90.98456959377194,59.765694834576664
2012-10-11 → 2013-10-11,433495.32229341695,9871064.653396674,3359381.9610827398,9037986.855835386,31.002544576245093,91.17275043674937,60.170205860504275
2012-10-12 → 2013-10-12,433495.32229341695,9871064.653396674,3338877.7914674883,9041545.754822688,30.785283447919642,91.2104603476644,60.425176899744756
2012-10-13 → 2013-10-13,433495.32229341695,9871064.653396674,3318225.634789896,9046092.405531975,30.566454256280974,91.25863642510312,60.69218216882214
2012-10-14 → 2013-10-14,433495.32229341695,9871064.653396674,3297336.0399602684,9049830.922837509,30.345109182176117,91.29824956249448,60.95314038031836
2012-10-15 → 2013-10-15,433495.32229341695,9871064.653396674,3275815.490882609,9041984.719561063,30.117078549259503,91.21511159549075,61.09803304623125
2012-10-16 → 2013-10-16,433495.32229341695,9871064.653396674,3254846.6993590207,9083019.009785106,29.894894311052294,91.64990882753659,61.755014516484295
