window,min_sats_per_dollar,max_sats_per_dollar,uniform_sats_per_dollar,dynamic_sats_per_dollar,uniform_percentile,dynamic_percentile,excess_percentile
2017-11-11 → 2018-11-11,5091.516474246203,17155.313387733848,12505.96092246913,15221.216305243408,61.460289006800025,83.96775827411295,22.507469267312928
2017-11-12 → 2018-11-12,5091.516474246203,17155.313387733848,12506.138452421013,15374.313106291222,61.4617605994765,85.23681810780965,23.775057508333155
2017-11-13 → 2018-11-13,5091.516474246203,17068.82007789293,12502.85674962085,15652.929845923321,61.878203313791914,88.1785560521442,26.300352738352288
2017-11-14 → 2018-11-14,5091.516474246203,17939.60626518091,12509.96297279911,15608.554161205455,57.7396844143102,81.85681963695343,24.117135222643235
2017-11-15 → 2018-11-15,5091.516474246203,18055.232592128214,12517.848741147629,17424.335835874954,57.28552059742826,95.1333649200864,37.84784432265813
2017-11-16 → 2018-11-16,5091.516474246203,18194.997211471265,12529.914060890771,16678.806244622556,56.76657779572396,88.42909760197202,31.662519806248056
2017-11-17 → 2018-11-17,5091.516474246203,18194.997211471265,12544.703282642447,15870.1226194958,56.87944262949032,82.25757996216349,25.37813733267317
2017-11-18 → 2018-11-18,5091.516474246203,18194.997211471265,12558.534845463033,16161.222782823548,56.984999031624696,84.47912833671694,27.494129305092244
2017-11-19 → 2018-11-19,5091.516474246203,20867.24249949181,12580.5031663868,16335.361376666031,47.471581847682366,71.27307411669362,23.801492269011256
2017-11-20 → 2018-11-20,5091.516474246203,23161.38729322337,12609.710674481314,20585.894777710117,41.60624210074277,85.74703415805028,44.140792057307515
2017-11-21 → 2018-11-21,5091.516474246203,23161.38729322337,12636.730387871523,21017.317473822855,41.75577119068974,88.13455922911861,46.378788038428866
2017-11-22 → 2018-11-22,5091.516474246203,23236.276306007498,12666.452762322602,21708.54907566131,41.74723919363725,91.5803392025504,49.833100008913156
2017-11-23 → 2018-11-23,5091.516474246203,23310.605513847426,12697.023258896583,22011.52680537471,41.74471494221781,92.86968351903312,51.124968576815306
2017-11-24 → 2018-11-24,5091.516474246203,26272.11605683284,12734.955242027,23303.077287835975,36.08698015359656,85.98227232699388,49.895292173397316
2017-11-25 → 2018-11-25,5091.516474246203,26272.11605683284,12770.992297304914,24126.544922117955,36.257121962554336,89.8701114368885,53.61298947433416
2017-11-26 → 2018-11-26,5091.516474246203,27024.938125711167,12813.641555780614,24147.79875740717,35.20711544347044,86.88239612576896,51.67528068229852
2017-11-27 → 2018-11-27,5091.516474246203,27024.938125711167,12856.672778525945,23745.763508715223,35.403305638639814,85.04941605051884,49.64611041187903
2017-11-28 → 2018-11-28,5091.516474246203,27024.938125711167,12893.516636584452,22499.114601450707,35.571286078007546,79.36562932962093,43.794343251613384
2017-11-29 → 2018-11-29,5091.516474246203,27024.938125711167,12930.461939792756,22111.33725187613,35.739729031393416,77.59765461169233,41.85792558029892
2017-11-30 → 2018-11-30,5091.516474246203,27024.938125711167,12971.346441803169,22828.495963572845,35.92613178541918,80.86736201572984,44.94123023031066
2017-12-01 → 2018-12-01,5091.516474246203,27024.938125711167,13009.88275127646,22658.491955666403,36.101828537552315,80.09227087578867,43.990442338236356
2017-12-02 → 2018-12-02,5091.516474246203,27024.938125711167,13051.265582382328,20657.78349442335,36.290503299582,70.9705365060424,34.680033206460394
2017-12-03 → 2018-12-03,5091.516474246203,27024.938125711167,13097.357553862572,21057.145170372787,36.50064822002657,72.79132708899625,36.290678868969685
2017-12-04 → 2018-12-04,5091.516474246203,27024.938125711167,13143.177170119005,21160.79571929267,36.7095514043292,73.26389607785238,36.55434467352318
2017-12-05 → 2018-12-05,5091.516474246203,27024.938125711167,13193.201030660995,20966.557759431373,36.93762279846414,72.37831624016061,35.440693441696475
2017-12-06 → 2018-12-06,5091.516474246203,28474.055586542938,13247.719643513463,21676.792156909643,34.881597460807676,70.93017402007186,36.048576559264184
2017-12-07 → 2018-12-07,5091.516474246203,29647.236200170188,13309.196044296388,17805.388022377057,33.46543966852094,51.77560132643375,18.310161657912808
2017-12-08 → 2018-12-08,5091.516474246203,29647.236200170188,13373.327036848095,16104.953862149081,33.72660486044973,44.85080262695686,11.12419776650713
2017-12-09 → 2018-12-09,5091.516474246203,29647.236200170188,13433.735620330903,17322.446800574853,33.972611021772025,49.80888551768329,15.836274495911262
2017-12-10 → 2018-12-10,5091.516474246203,29647.236200170188,13495.62125263011,20100.607131978984,34.224632273805916,61.12258498327529,26.897952709469372
2017-12-11 → 2018-12-11,5091.516474246203,29827.91500152927,13559.462452820286,20351.845012962694,34.23273589821228,61.69179608698929,27.45906018877701
2017-12-12 → 2018-12-12,5091.516474246203,29827.91500152927,13623.089709362737,18903.619321136674,34.48995707967196,55.837161709924665,21.347204630252705
2017-12-13 → 2018-12-13,5091.516474246203,30671.632855764834,13691.220014683724,18845.264606823708,33.618703731350955,53.76733994265345,20.148636211302495
2017-12-14 → 2018-12-14,5091.516474246203,31260.281959037537,13760.086781008922,21764.65348858596,33.12563717153829,63.71388449344233,30.588247321904042
2017-12-15 → 2018-12-15,5091.516474246203,31396.444360089474,13829.413003911559,22882.40490856413,33.21771710451218,67.63329103780814,34.41557393329595
2017-12-16 → 2018-12-16,5091.516474246203,31396.444360089474,13899.48340141544,21865.068355984513,33.48409455974783,63.765815874999845,30.281721315252014
2017-12-17 → 2018-12-17,5194.67899762432,31396.444360089474,13963.654985074727,19768.174725054017,33.467118975167374,55.620281785694814,22.15316281052744
2017-12-18 → 2018-12-18,5268.14182745109,31396.444360089474,14024.122892200945,20827.050661587436,33.511480716408,59.548104262421205,26.036623546013203
2017-12-19 → 2018-12-19,5664.65489242416,31396.444360089474,14083.618824371837,21771.002342469597,32.718144000544484,62.59318836058699,29.87504436004251
2017-12-20 → 2018-12-20,5846.725992123569,31396.444360089474,14135.310175237872,24236.366483624275,32.441000185373795,71.97590293033342,39.53490274495962
2017-12-21 → 2018-12-21,5846.725992123569,31396.444360089474,14189.873523430166,26006.939830138737,32.65455771820635,78.90581628990451,46.25125857169816
2017-12-22 → 2018-12-22,5846.725992123569,31396.444360089474,14241.30696585291,26800.24099481923,32.855864995578266,82.01074744122056,49.15488244564229
2017-12-23 → 2018-12-23,5846.725992123569,31396.444360089474,14291.507321854382,27450.89513374081,33.052346049805514,84.55736705381624,51.50502100401072
2017-12-24 → 2018-12-24,5846.725992123569,31396.444360089474,14340.812438152654,27244.01336779815,33.24532319181617,83.74764475878678,50.50232156697061
2017-12-25 → 2018-12-25,5846.725992123569,31396.444360089474,14393.968462862364,27526.247974747308,33.45337254854159,84.85229336150101,51.398920812959425
2017-12-26 → 2018-12-26,5846.725992123569,31396.444360089474,14446.321110953113,27502.266934731368,33.65827753941769,84.75843307047718,51.10015553105949
2017-12-27 → 2018-12-27,5846.725992123569,31396.444360089474,14505.15167648422,26952.849476936997,33.88853669407384,82.608047497213,48.71951080313915
2017-12-28 → 2018-12-28,5846.725992123569,31396.444360089474,14557.796602282724,27115.524682746152,34.09458564162119,83.24474808023436,49.15016243861317
2017-12-29 → 2018-12-29,5846.725992123569,31396.444360089474,14610.14182810072,27453.906682528766,34.29946158218586,84.56915406745212,50.269692485266255
2017-12-30 → 2018-12-30,5846.725992123569,31396.444360089474,14662.815081062512,27408.90238255887,34.505621400478944,84.39301005160917,49.88738865113022
2017-12-31 → 2018-12-31,5846.725992123569,31396.444360089474,14715.815292650363,27589.28056439617,34.71306091438882,85.09899897579025,50.38593806140143
2018-01-01 → 2019-01-01,5846.725992123569,31396.444360089474,14767.937007549512,27501.62151818985,34.917062047193866,84.75590695049333,49.83884490329946
2018-01-02 → 2019-01-02,5846.725992123569,31396.444360089474,14817.734901493854,27529.31459799812,35.11196789009653,84.86429593314054,49.75232804304401
2018-01-03 → 2019-01-03,5846.725992123569,31396.444360089474,14871.414334433759,27397.698817810677,35.32206583390482,84.34915999977362,49.027094165868796
2018-01-04 → 2019-01-04,5846.725992123569,31396.444360089474,14924.595887742842,27355.589713196685,35.53021510797182,84.18434759750937,48.65413248953755
2018-01-05 → 2019-01-05,5846.725992123569,31396.444360089474,14978.393221092227,27364.16123233981,35.74077450661018,84.21789598743554,48.47712148082536
2018-01-06 → 2019-01-06,5846.725992123569,31396.444360089474,15029.848123319223,26254.45153328008,35.942165776314,79.874561618431,43.932395842117
2018-01-07 → 2019-01-07,6160.786042591423,31396.444360089474,15082.162088862544,26155.980079507775,35.352262001761076,79.23389112877616,43.88162912701509
2018-01-08 → 2019-01-08,6694.598724167441,31396.444360089474,15133.761560768793,26912.827820855342,34.164098347084284,81.84906259508826,47.68496424800397
2018-01-09 → 2019-01-09,6817.056260699874,31396.444360089474,15183.703666276037,27358.07621068992,34.039282718286785,83.57010299414313,49.53082027585634
2018-01-10 → 2019-01-10,6817.056260699874,31396.444360089474,15240.013345709338,27427.28936206115,34.2683758072018,83.85169320742003,49.58331740021823
2018-01-11 → 2019-01-11,7026.801947562094,31396.444360089474,15296.777098955032,27390.544275423395,33.935562169519976,83.56192505062438,49.626362881104406
2018-01-12 → 2019-01-12,7026.801947562094,31396.444360089474,15351.595912800987,27482.191663657515,34.160509310384775,83.93799699572197,49.7774876853372
2018-01-13 → 2019-01-13,7026.801947562094,31396.444360089474,15409.65302451156,27482.89027880497,34.39874469655821,83.94086373925326,49.54211904269505
2018-01-14 → 2019-01-14,7309.372233038978,31396.444360089474,15464.964100450088,27406.42414711231,33.85879290099413,83.43501363747629,49.576220736482156
2018-01-15 → 2019-01-15,7357.43343237105,31396.444360089474,15521.285148390121,27456.526908435815,33.960846977300804,83.61031798063415,49.649471003333346
2018-01-16 → 2019-01-16,7831.832029555435,31396.444360089474,15576.93143254672,27463.09220680335,32.86750188949856,83.30822464586252,50.44072275636396
2018-01-17 → 2019-01-17,7831.832029555435,31396.444360089474,15628.088379484641,27494.898505456447,33.08459413875926,83.44319948952622,50.358605350766965
2018-01-18 → 2019-01-18,7831.832029555435,31396.444360089474,15679.302430922477,27498.148517006786,33.301928719610714,83.4569914055771,50.155062685966385
2018-01-19 → 2019-01-19,7831.832029555435,31396.444360089474,15729.105932213028,27471.311175681116,33.51327741736127,83.34310308460992,49.82982566724865
2018-01-20 → 2019-01-20,7831.832029555435,31396.444360089474,15782.441961476794,27492.108108842524,33.73961693237487,83.43135801904167,49.691741086666795
2018-01-21 → 2019-01-21,8608.846026879573,31396.444360089474,15838.320986993534,27492.39942952326,31.725480036998725,82.86767708698558,51.142197049986855
2018-01-22 → 2019-01-22,8608.846026879573,31396.444360089474,15890.777944238658,27532.01679426619,31.955679623976152,83.04153202405982,51.08585240008367
2018-01-23 → 2019-01-23,8608.846026879573,31396.444360089474,15942.255294832683,27543.867436869125,32.18158035226397,83.09353681381278,50.911956461548804
2018-01-24 → 2019-01-24,8608.846026879573,31396.444360089474,15993.657012582125,27545.405201590274,32.40714917701604,83.10028506651875,50.69313588950271
2018-01-25 → 2019-01-25,8608.846026879573,31396.444360089474,16046.0375068684,27541.870228903666,32.63701321762421,83.08477236248159,50.44775914485738
2018-01-26 → 2019-01-26,8608.846026879573,31396.444360089474,16098.302295751626,27546.48006712859,32.866369502209295,83.10500195472521,50.238632452515915
2018-01-27 → 2019-01-27,8608.846026879573,31396.444360089474,16150.777758729811,27557.560472546378,33.09665029885521,83.15362667267821,50.056976373823005
2018-01-28 → 2019-01-28,8608.846026879573,31396.444360089474,16206.183417871507,27598.019130936256,33.3397898273458,83.33117350231018,49.99138367496438
2018-01-29 → 2019-01-29,8665.01394999977,31396.444360089474,16263.120821486695,27696.81206115603,33.42555542881448,83.72459527539762,50.29903984658314
2018-01-30 → 2019-01-30,8665.01394999977,31396.444360089474,16318.052228249458,27772.700191516375,33.667209410863855,84.05844197572078,50.39123256485693
2018-01-31 → 2019-01-31,8665.01394999977,31396.444360089474,16370.740107389045,27820.453348711737,33.89899367691778,84.26851743658649,50.36952375966871
2018-02-01 → 2019-02-01,8665.01394999977,31396.444360089474,16422.86306342347,27836.61638972616,34.12829273594791,84.33962180935508,50.21132907340717
2018-02-02 → 2019-02-02,8665.01394999977,31396.444360089474,16471.561060409345,27836.407814216123,34.34252473150355,84.33870424496837,49.99617951346482
2018-02-03 → 2019-02-03,8665.01394999977,31396.444360089474,16520.517091256683,27853.358788926853,34.55789186838908,84.4132748918873,49.85538302349822
2018-02-04 → 2019-02-04,8665.01394999977,31396.444360089474,16570.689764359973,27885.442096647337,34.778611252071244,84.55441562584761,49.77580437377637
2018-02-05 → 2019-02-05,8665.01394999977,31396.444360089474,16617.313149117315,27904.40658024215,34.983716623428116,84.63784409142448,49.65412746799637
2018-02-06 → 2019-02-06,8665.01394999977,31396.444360089474,16658.559183737874,27940.963580182437,35.165165981767885,84.79866547081318,49.63349948904529
2018-02-07 → 2019-02-07,8665.01394999977,31396.444360089474,16704.596683327505,28011.74826295222,35.36769392989558,85.11006110889132,49.742367178995735
2018-02-08 → 2019-02-08,8665.01394999977,31396.444360089474,16744.395500324565,27905.84500204008,35.542776695384,84.64417198972205,49.101395294338054
2018-02-09 → 2019-02-09,8665.01394999977,31396.444360089474,16786.600650381373,27870.65888504171,35.728445389766186,84.48938139201839,48.7609360022522
2018-02-10 → 2019-02-10,8665.01394999977,31396.444360089474,16830.07205179181,27837.436214383222,35.91968457105035,84.34322837806751,48.42354380701716
2018-02-11 → 2019-02-11,8665.01394999977,31396.444360089474,16874.13606309631,27821.504603812766,36.11353075894772,84.27314211300175,48.159611354054036
2018-02-12 → 2019-02-12,8665.01394999977,31396.444360089474,16916.542539457067,27813.96940394442,36.30008512704385,84.23999329776044,47.939908170716585
2018-02-13 → 2019-02-13,8665.01394999977,31396.444360089474,16962.272753047957,27776.69259402589,36.50126126407478,84.07600533375629,47.57474406968151
2018-02-14 → 2019-02-14,8665.01394999977,31396.444360089474,17006.926162285872,27782.1915386515,36.69770032854339,84.10019626466737,47.402495936123984
2018-02-15 → 2019-02-15,8665.01394999977,31396.444360089474,17054.70693806179,27695.181103204875,36.90789728893665,83.71742037297513,46.809523084038474
2018-02-16 → 2019-02-16,8665.01394999977,31396.444360089474,17103.891809532513,27532.898780135172,37.12427114039869,83.00350875306374,45.87923761266505
2018-02-17 → 2019-02-17,8665.01394999977,31396.444360089474,17152.495859809755,27473.51929666106,37.338089846042784,82.74228681320835,45.40419696716557
2018-02-18 → 2019-02-18,8665.01394999977,31396.444360089474,17198.52031700726,26965.88135046391,37.54056041814139,80.50908838689277,42.96852796875138
2018-02-19 → 2019-02-19,8665.01394999977,31396.444360089474,17242.519251116897,27291.101055152154,37.73412031875418,81.93979335715231,44.20567303839813
2018-02-20 → 2019-02-20,8665.01394999977,31396.444360089474,17287.485557395314,26777.409030425413,37.93193587838768,79.67996185750886,41.74802597912118
2018-02-21 → 2019-02-21,8665.01394999977,31396.444360089474,17333.386919532095,26660.7222708544,38.13386493128356,79.16663402258641,41.032769091302846
2018-02-22 → 2019-02-22,8665.01394999977,31396.444360089474,17376.463657123404,27166.528172475453,38.32336790938118,81.39177292716033,43.06840501777915
2018-02-23 → 2019-02-23,8665.01394999977,31396.444360089474,17415.279672852856,27412.452265207856,38.49412714023109,82.47364102035012,43.97951388011902
2018-02-24 → 2019-02-24,8665.01394999977,31396.444360089474,17461.163616759623,27255.656610317765,38.69597956693276,81.78386632486728,43.08788675793451
2018-02-25 → 2019-02-25,8665.01394999977,31396.444360089474,17504.444070445144,27433.256354059642,38.886378731898255,82.56516226857985,43.6787835366816
2018-02-26 → 2019-02-26,8665.01394999977,31396.444360089474,17547.966307610375,27443.145217728157,39.07784154959191,82.60866531035994,43.53082376076803
2018-02-27 → 2019-02-27,8665.01394999977,31396.444360089474,17593.384269442515,27040.25317465608,39.27764403017835,80.8362645603691,41.55862053019075
2018-02-28 → 2019-02-28,8665.01394999977,31396.444360089474,17639.774070645817,26733.033671315363,39.48172182188085,79.4847459898336,40.003024167952745
2018-03-01 → 2019-03-01,8665.01394999977,31396.444360089474,17684.965984999737,26962.291773000063,39.68052987548165,80.4932971348726,40.81276725939095
2018-03-02 → 2019-03-02,8665.01394999977,31396.444360089474,17731.67284484927,26505.13646804576,39.88600247006505,78.48218170259698,38.596179232531924
2018-03-03 → 2019-03-03,8665.01394999977,31396.444360089474,17779.10197501802,26473.408893299766,40.09465247278419,78.34260590743756,38.24795343465337
2018-03-04 → 2019-03-04,8665.01394999977,31396.444360089474,17829.06986228786,26264.133078728395,40.31447096360675,77.42196074434884,37.107489780742085
2018-03-05 → 2019-03-05,8665.01394999977,31396.444360089474,17876.383417755358,26312.65803995226,40.52261253065261,77.63543152180736,37.112818991154754
2018-03-06 → 2019-03-06,9365.895853839358,31396.444360089474,17923.63898234742,26331.728334950578,38.84489360798353,77.01048603623269,38.16559242824916
2018-03-07 → 2019-03-07,10097.863393503589,31396.444360089474,17968.907372642614,26954.177592775643,36.95572015566414,79.14289795041725,42.18717779475311
2018-03-08 → 2019-03-08,10208.325616879292,31396.444360089474,18012.483881147895,27390.15271863388,36.832709684381385,81.09180107016614,44.25909138578476
2018-03-09 → 2019-03-09,10208.325616879292,31396.444360089474,18053.072727967847,27551.46649018236,37.02427386859174,81.85314177012884,44.8288679015371
2018-03-10 → 2019-03-10,10208.325616879292,31396.444360089474,18093.61182236313,27575.382280960388,37.21560323995593,81.96601536248441,44.75041212252848
2018-03-11 → 2019-03-11,10208.325616879292,31396.444360089474,18133.454521326967,27621.45505237761,37.40364588520779,82.18346162081251,44.77981573560472
2018-03-12 → 2019-03-12,10208.325616879292,31396.444360089474,18175.538350841245,27547.856118718104,37.602265828886196,81.83610216643389,44.23383633754769
2018-03-13 → 2019-03-13,10208.325616879292,31396.444360089474,18216.602133062086,27594.881354536985,37.79607153065007,82.0580437006909,44.261972170040835
2018-03-14 → 2019-03-14,10208.325616879292,31396.444360089474,18257.673563941527,27596.622106078503,37.98991333122334,82.06625939724526,44.07634606602192
2018-03-15 → 2019-03-15,10208.325616879292,31396.444360089474,18294.466307021317,27614.927714813617,38.16356132482627,82.1526550275368,43.98909370271053
2018-03-16 → 2019-03-16,10208.325616879292,31396.444360089474,18329.903399760755,27609.218116807813,38.33081115558716,82.12570785929124,43.794896703704076
2018-03-17 → 2019-03-17,10208.325616879292,31396.444360089474,18366.158782435807,27611.02839679557,38.5019230089539,82.13425170412094,43.63232869516704
2018-03-18 → 2019-03-18,10208.325616879292,31396.444360089474,18400.324875595685,27613.10261605844,38.66317419681987,82.14404124366436,43.480867046844494
2018-03-19 → 2019-03-19,10208.325616879292,31396.444360089474,18435.33169326136,27606.89389559179,38.82839329007653,82.1147384039838,43.28634511390727
2018-03-20 → 2019-03-20,10208.325616879292,31396.444360089474,18471.113568632547,27597.965119050088,38.997270365973854,82.07259791643077,43.07532755045691
2018-03-21 → 2019-03-21,10208.325616879292,31396.444360089474,18509.11245894632,27583.084964650705,39.17661092364347,82.00236915011261,42.82575822646914
2018-03-22 → 2019-03-22,10208.325616879292,31396.444360089474,18546.924845993388,27578.350354871505,39.35507125561222,81.98002356182997,42.62495230621774
2018-03-23 → 2019-03-23,10208.325616879292,31396.444360089474,18584.176871274878,27584.316886218734,39.53088688951992,82.00818335940113,42.47729646988121
2018-03-24 → 2019-03-24,10208.325616879292,31396.444360089474,18621.839295287617,27577.947820407782,39.708639452025295,81.97812374963517,42.26948429760988
2018-03-25 → 2019-03-25,10208.325616879292,31396.444360089474,18660.01936091801,27583.75613747039,39.888835089463036,82.00553683492608,42.11670174546304
2018-03-26 → 2019-03-26,10208.325616879292,31396.444360089474,18697.388988920233,27579.348670872427,40.06520576425076,81.98473524016734,41.919529475916576
2018-03-27 → 2019-03-27,10208.325616879292,31396.444360089474,18731.799384016296,27573.34742411129,40.227609965931435,81.9564115988197,41.72880163288826
2018-03-28 → 2019-03-28,10208.325616879292,31396.444360089474,18765.05696476656,27584.790888638905,40.384573314840935,82.01042047363441,41.625847158793476
2018-03-29 → 2019-03-29,10208.325616879292,31396.444360089474,18797.430051143692,27581.203677241327,40.537362180947824,81.99349017679658,41.45612799584876
2018-03-30 → 2019-03-30,10208.325616879292,31396.444360089474,18825.76626174504,27590.151720861737,40.6710985024437,82.03572159775875,41.36462309531505
2018-03-31 → 2019-03-31,10208.325616879292,31396.444360089474,18852.507819774113,27591.542223205353,40.79730865990585,82.04228424902793,41.24497558912208
2018-04-01 → 2019-04-01,10208.325616879292,31396.444360089474,18879.058965852688,27590.453310426266,40.92262014414077,82.03714498776418,41.11452484362341
2018-04-02 → 2019-04-02,10208.325616879292,31396.444360089474,18894.623393420894,27583.704349708696,40.99607842402319,82.00529241605,41.00921399202681
2018-04-03 → 2019-04-03,10208.325616879292,31396.444360089474,18910.85893084349,27594.340177282862,41.0727040915464,82.05548954635245,40.98278545480605
2018-04-04 → 2019-04-04,10208.325616879292,31396.444360089474,18929.67231423389,27598.079105693985,41.161496228396345,82.07313589077987,40.91163966238352
2018-04-05 → 2019-04-05,10208.325616879292,31396.444360089474,18943.661099218723,27603.450896294544,41.22751806428641,82.09848873435067,40.87097067006426
2018-04-06 → 2019-04-06,10208.325616879292,31396.444360089474,18957.63606741106,27606.337739957722,41.29347469008082,82.11211355729112,40.8186388672103
2018-04-07 → 2019-04-07,10208.325616879292,31396.444360089474,18968.95752613704,27608.591142250447,41.346907743119615,82.1227487737539,40.77584103063428
2018-04-08 → 2019-04-08,10208.325616879292,31396.444360089474,18980.995489284043,27610.441250852502,41.40372242918446,82.1314805947545,40.727758165570044
2018-04-09 → 2019-04-09,10208.325616879292,31396.444360089474,18994.606947957254,27612.262088292035,41.467963425934464,82.14007426681006,40.6721108408756
2018-04-10 → 2019-04-10,10208.325616879292,31396.444360089474,19005.488310627738,27614.157942900583,41.51931939010646,82.14902199186072,40.62970260175426
2018-04-11 → 2019-04-11,10208.325616879292,31396.444360089474,19019.503485890174,27615.90370351393,41.585465778241684,82.15726132936163,40.57179555111995
2018-04-12 → 2019-04-12,10208.325616879292,31396.444360089474,19033.91514015078,27615.34793784044,41.653483399037896,82.15463832313714,40.50115492409924
2018-04-13 → 2019-04-13,10208.325616879292,31396.444360089474,19053.18823572579,27599.84983060143,41.7444452055512,82.08149305041687,40.337047844865666
2018-04-14 → 2019-04-14,10208.325616879292,31396.444360089474,19071.669388303722,27599.614071385156,41.83166933715965,82.08038035504673,40.248711017887075
2018-04-15 → 2019-04-15,10208.325616879292,31396.444360089474,19091.723728997047,27596.5508811866,41.92631832858911,82.06592324238052,40.13960491379141
2018-04-16 → 2019-04-16,10208.325616879292,31396.444360089474,19111.45487306592,27568.253410275152,42.01944195276738,81.93236975773944,39.91292780497206
2018-04-17 → 2019-04-17,10208.325616879292,31396.444360089474,19129.779422765165,27597.084973618777,42.10592697732917,82.06844395900787,39.9625169816787
2018-04-18 → 2019-04-18,10208.325616879292,31396.444360089474,19146.901995524146,27606.16282562038,42.18673912005169,82.11128802700475,39.924548906953056
2018-04-19 → 2019-04-19,10208.325616879292,31396.444360089474,19165.079919105745,27591.966161876688,42.27253212414944,82.04428508108138,39.77175295693194
2018-04-20 → 2019-04-20,10208.325616879292,31396.444360089474,19183.46994469708,27581.495174873737,42.359326170445925,81.99486593665493,39.63553976620901
2018-04-21 → 2019-04-21,10208.325616879292,31396.444360089474,19204.1537388526,27467.189429288726,42.456945946916875,81.45538554686507,38.9984395999482
2018-04-22 → 2019-04-22,10208.325616879292,31396.444360089474,19224.077423123308,27468.965209630154,42.550978288873104,81.46376656626066,38.912788277387556
2018-04-23 → 2019-04-23,10208.325616879292,31396.444360089474,19242.307788192662,27495.57415612636,42.63701879718956,81.58935084686007,38.95233204967051
2018-04-24 → 2019-04-24,10208.325616879292,31396.444360089474,19262.013738159603,27468.94171402467,42.73002351462469,81.46365567578582,38.733632161161125
2018-04-25 → 2019-04-25,10208.325616879292,31396.444360089474,19286.991075404694,27169.892753454664,42.84790720948124,80.05225637132499,37.204349161843744
2018-04-26 → 2019-04-26,10208.325616879292,31396.444360089474,19309.18902395125,27532.565313369083,42.95267322866202,81.76393528114154,38.81126205247952
2018-04-27 → 2019-04-27,10208.325616879292,31396.444360089474,19332.425796410454,27451.50882477475,43.06234210838099,81.38137895522749,38.3190368468465
2018-04-28 → 2019-04-28,10208.325616879292,31396.444360089474,19355.071385635027,27538.538329544568,43.169220824226535,81.79212568467796,38.62290486045142
2018-04-29 → 2019-04-29,10208.325616879292,31396.444360089474,19378.889561953267,27483.86884777718,43.281633712821815,81.53410616708906,38.25247245426725
2018-04-30 → 2019-04-30,10208.325616879292,31396.444360089474,19401.692347894237,27493.76797630442,43.38925433840603,81.58082635328027,38.19157201487424
2018-05-01 → 2019-05-01,10208.325616879292,31396.444360089474,19423.491046150466,27541.188825423975,43.4921360454628,81.8046350344297,38.312498988966894
2018-05-02 → 2019-05-02,10208.325616879292,31396.444360089474,19444.035821286747,27571.27371790346,43.58909970413053,81.94662448070427,38.35752477657374
2018-05-03 → 2019-05-03,10208.325616879292,31396.444360089474,19462.637063814753,27562.418964212437,43.67689061541173,81.90483335333552,38.22794273792379
2018-05-04 → 2019-05-04,10208.325616879292,31396.444360089474,19481.929975912946,27467.965320183892,43.76794594850673,81.45904746184945,37.69110151334272
2018-05-05 → 2019-05-05,10208.325616879292,31396.444360089474,19501.449596530136,27496.50398221076,43.86007126106401,81.59373927839411,37.7336680173301
2018-05-06 → 2019-05-06,10422.000538627015,31396.444360089474,19521.56203777369,27482.386346564075,43.38404191597868,81.33891870105147,37.95487678507279
2018-05-07 → 2019-05-07,10707.198871164715,31396.444360089474,19539.98604426265,27534.027893016384,42.69265004287492,81.3312840763541,38.63863403347918
2018-05-08 → 2019-05-08,10760.738739443661,31396.444360089474,19556.79229742855,27580.017329501334,42.62540724163329,81.50571101978773,38.880303778154435
2018-05-09 → 2019-05-09,10760.738739443661,31396.444360089474,19571.559567514396,27598.559932073586,42.696968982032764,81.5955679062598,38.89859892422704
2018-05-10 → 2019-05-10,11064.96956217875,31396.444360089474,19585.135537419334,27593.2455612739,41.906285992180564,81.29403382382083,39.38774783164026
2018-05-11 → 2019-05-11,11499.760738421191,31396.444360089474,19592.203168957032,27622.842789810304,40.672317982293535,81.03401731648601,40.36169933419248
2018-05-12 → 2019-05-12,11499.760738421191,31396.444360089474,19599.107410735884,27648.63386186006,40.7070184475074,81.16364229590555,40.456623848398145
2018-05-13 → 2019-05-13,11499.760738421191,31396.444360089474,19601.94316092194,27650.024083091048,40.72127082363187,81.17062949667438,40.44935867304251
2018-05-14 → 2019-05-14,11532.59653702185,31396.444360089474,19604.866844811186,27648.655522195586,40.63799914141063,81.13261402686729,40.494614885456656
2018-05-15 → 2019-05-15,11748.881065347285,31396.444360089474,19606.615346219052,27651.63093978121,39.9934290221859,80.94006180750975,40.94663278532385
2018-05-16 → 2019-05-16,11748.881065347285,31396.444360089474,19609.179823850696,27656.462601393363,40.006481417504205,80.96465346572033,40.95817204821613
2018-05-17 → 2019-05-17,11748.881065347285,31396.444360089474,19613.66141394943,27659.739285716587,40.02929132034815,80.98133077208178,40.952039451733626
2018-05-18 → 2019-05-18,11748.881065347285,31396.444360089474,19617.26386828382,27662.43515640248,40.047626694971186,80.99505191727138,40.9474252223002
2018-05-19 → 2019-05-19,11748.881065347285,31396.444360089474,19617.317741542913,27663.679881084518,40.047900893141644,81.00138717963124,40.95348628648959
2018-05-20 → 2019-05-20,11748.881065347285,31396.444360089474,19618.350822525954,27665.498761650593,40.053158954752355,81.01064471726473,40.95748576251237
2018-05-21 → 2019-05-21,11906.713575950918,31396.444360089474,19620.472323883245,27665.249712356774,39.57858029629666,80.85558651857173,41.27700622227507
2018-05-22 → 2019-05-22,11908.140809060415,31396.444360089474,19623.572496361012,27667.91229627548,39.59006317352437,80.8678469418796,41.277783768355235
