date,weight,PriceUSD,MA20,window_year,spd,spd_percentile
2014-01-12,1.0529250586811664e-05,845.191332220924,787.1749809419204,2013,118316.40504077137,2
2014-01-13,1.0816133682298722e-05,822.877012197545,795.7855942928846,2013,121524.84334559753,2
2014-01-14,1.102733535103878e-05,815.293602711864,802.6357665237438,2013,122655.20012345954,2
2014-01-15,1.1109197686973894e-05,841.089857364115,807.1904296441412,2013,118893.36094646204,2
2014-01-16,1.0890833466675395e-05,815.854800298071,811.85464128441,2013,122570.82996075429,2
2014-01-17,1.1194209834469551e-05,792.829506475745,815.7034984542522,2013,126130.52261956815,3
2014-01-18,1.1586322741975737e-05,809.783528356386,819.8291140889038,2013,123489.79263997817,2
2014-01-19,1.1352892415248117e-05,838.428474734073,824.9634379717209,2013,119270.75834550743,2
2014-01-20,1.1019122112197336e-05,828.885216592636,829.9298196558238,2013,120643.96613451246,2
2014-01-21,1.1173230263906966e-05,823.817963763881,833.5004903467882,2013,121386.03963321871,2
2014-01-22,1.1292409165052718e-05,818.976386323787,835.2015635972557,2013,122103.64263233401,2
2014-01-23,1.143225007290019e-05,810.922425195792,835.3865379055549,2013,123316.35788202014,2
2014-01-24,1.1680760458043965e-05,781.042513950906,833.0085604721826,2013,128034.00354501791,3
2014-01-25,1.2861341029633418e-05,804.403240800701,828.1043534990674,2013,124315.75971829782,3
2014-01-26,1.1990620683416978e-05,814.499381373466,823.10632452566,2013,122774.80165960714,2
2014-01-27,1.1750028531451376e-05,742.701374970777,820.0738034642633,2013,134643.6177042687,3
2014-01-28,1.6675035182165766e-05,790.176401876096,818.5481230829074,2013,126554.01978921735,3
2014-01-29,1.2882579446508031e-05,793.38442490941,816.6506068040061,2013,126042.30289927631,3
2014-01-30,1.2850138633234166e-05,799.474479836353,813.9593880535937,2013,125082.166500761,3
2014-01-31,1.2693993400762045e-05,803.237598784921,809.6434761368724,2013,124496.16421252275,3
2014-02-01,1.2606577187698745e-05,813.219549216833,808.044886986668,2013,122968.02271453569,2
2014-02-02,1.2135623563034392e-05,814.490870426651,807.6255798981232,2013,122776.084583511,2
2014-02-03,1.2086988572227477e-05,806.997428372531,807.2107711811566,2013,123916.13217612063,3
2014-02-04,1.243518954924748e-05,800.078231893629,805.1601899076322,2013,124987.77746186085,3
2014-02-05,1.2771118313089618e-05,784.473692777791,803.5911345316183,2013,127474.00062059936,3
2014-02-06,1.4142168134689044e-05,763.569382232612,802.1281283194617,2013,130963.86828346692,3
2014-02-07,1.6840526818852436e-05,711.571273419053,797.217515572595,2013,140534.05995369458,4
2014-02-08,2.8834220343314865e-05,677.682300941379,789.1802068829602,2013,147561.77025884908,4
2014-02-09,3.559547583056307e-05,687.406054576271,782.1062487821421,2013,145474.42422752842,4
2014-02-10,2.6049656898173617e-05,685.457498836938,775.1882255357948,2013,145887.9655845574,4
2014-02-11,2.439722297266226e-05,671.89969169024,767.8343908041176,2013,148831.73967298397,4
2014-02-12,2.5503942400159977e-05,653.765780911747,759.9765585899152,2013,152959.97881770317,5
2014-02-13,2.7680422809860988e-05,612.918414962011,751.5703536404706,2013,163153.8514080998,5
2014-02-14,3.7903666024630215e-05,668.788602659264,744.7896217333986,2013,149524.07921184064,4
2014-02-15,1.9749070527696476e-05,654.377060198714,736.783505674661,2013,152817.0928999759,5
2014-02-16,2.12134176364714e-05,623.250321948568,730.8109530235506,2013,160449.17503990032,5
2014-02-17,2.634879931152654e-05,631.334596306254,722.8688627450585,2013,158394.61449613166,5
2014-02-18,2.2932117522872263e-05,627.271761415484,714.5632295703623,2013,159420.53532641544,5
2014-02-19,2.2613410657854806e-05,623.54013694623,705.766512425856,2013,160374.59992511012,5
2014-02-20,2.2294851741269095e-05,563.768561098773,693.7930605415487,2013,177377.75197166388,6
2014-02-21,3.7569354339681456e-05,580.324315973115,682.1482988793628,2013,172317.43914144856,6
2014-02-22,2.8763733990082237e-05,607.12463333723,671.7799870248916,2013,164710.8262603711,5
2014-02-23,2.153805645281441e-05,610.082323746347,661.9342317935825,2013,163912.30512290148,5
2014-02-24,2.0349525684935965e-05,542.266650753945,649.0436527365983,2013,184411.11925464004,7
2014-02-25,3.6489610499385755e-05,533.707644436002,636.5053503195088,2013,187368.49854507038,7
2014-02-26,3.696689289823525e-05,587.57858829924,627.7058106228403,2013,170190.00009760796,6
2014-02-27,2.093781279821403e-05,585.393925650058,621.3969432343905,2013,170825.14118839506,6
2014-02-28,2.0652589396490935e-05,551.29477030976,615.0775667028096,2013,181391.16383021785,7
2014-03-01,2.664871958338354e-05,567.534235441262,609.0839757460592,2013,176200.82411812438,6
2014-03-02,2.2178589144236085e-05,558.527707156633,602.7374861620439,2013,179042.14727158754,6
2014-03-03,2.3195343456498767e-05,676.505732781999,602.9677882166318,2013,147818.40737515903,4
2014-03-04,1.2275560910356096e-05,674.51139943308,604.0050691426984,2013,148255.46326429618,4
2014-03-05,1.2190469987751767e-05,670.338851099514,606.8760909495735,2013,149178.28473760156,4
2014-03-06,1.2165185296248083e-05,667.712834003507,606.8223025167857,2013,149764.98115277317,4
2014-03-07,1.2081066978158215e-05,631.770295213326,605.6919642675164,2013,158285.37802055667,5
2014-03-08,1.345028172664225e-05,621.524114496201,605.6056538948981,2013,160894.80306175834,5
2014-03-09,1.3870878711004688e-05,640.578889322034,606.067868545687,2013,156108.79731899448,5
2014-03-10,1.2572097467684693e-05,628.151241165985,606.111842533212,2013,159197.32931575255,5
2014-03-11,1.3112775324501884e-05,633.73383823495,606.6215275976481,2013,157794.95107680533,5
2014-03-12,1.2657028203491542e-05,634.646823717125,610.1654407285657,2013,157567.95159597622,5
2014-03-13,1.247554426447099e-05,643.432100859147,613.3208299728673,2013,155416.554235442,5
2014-03-14,1.1988575947034056e-05,628.308590005845,614.380027806298,2013,159157.4611435278,5
2014-03-15,1.2601099495811336e-05,636.218650061368,615.6868441220491,2013,157178.66804180335,5
2014-03-16,1.2178425839069628e-05,634.168900970894,620.2819566328965,2013,157686.69804984593,5
2014-03-17,1.2164925812780162e-05,622.760208649912,624.734584843592,2013,160575.44880202124,5
2014-03-18,1.263353694739657e-05,614.309513717125,626.0711311144862,2013,162784.39087636795,5
2014-03-19,1.3060095066149424e-05,610.511203474576,627.3269950057121,2013,163797.15790778995,5
2014-03-20,1.3199738673965169e-05,586.607595710111,629.0926362757297,2013,170471.7101028093,6
2014-03-21,1.5199504177816051e-05,569.694517995324,629.2006504034329,2013,175532.6703017718,6
2014-03-22,1.719827662360787e-05,564.700026703682,629.5092663807852,2013,177085.1695965538,6
2014-03-23,1.7850126169089984e-05,558.958861691408,623.6319228262557,2013,178904.04259340352,6
2014-03-24,1.8492012807367656e-05,585.023250518995,619.1575153805514,2013,170933.3772825036,6
2014-03-25,1.4461763849245126e-05,583.771189094097,614.8291322802806,2013,171299.99196291473,6
2014-03-26,1.4375724526285073e-05,579.243850400994,610.4056831001549,2013,172638.86346099808,6
2014-03-27,1.485221392942565e-05,483.164012612507,602.975368970114,2013,206969.056861855,8
2014-03-28,5.109953851811131e-05,498.661328949153,596.8322296927615,2013,200536.90590111248,8
2014-03-29,3.226453699086411e-05,489.517023547633,589.2791364040415,2013,204282.9874950598,8
2014-03-30,3.245756986842747e-05,458.966328275862,580.8198907595354,2013,217880.90724575976,9
2014-03-31,4.531385661061499e-05,455.355354056108,571.9009665505934,2013,219608.70583653706,9
2014-04-01,4.07596742800864e-05,479.008465867913,564.1190486581327,2013,208764.57750868873,9
2014-04-02,2.662198773427904e-05,439.011492524839,553.8980182414173,2013,227784.46966133136,10
2014-04-03,4.156944493606707e-05,449.441151519579,544.954646317104,2013,222498.53993541957,9
2014-04-04,3.2043479382458376e-05,449.719869736996,535.6297073008853,2013,222360.64432394714,9
2014-04-05,2.9371296248430694e-05,461.675331482174,527.0050288264495,2013,216602.4328806079,9
2014-04-06,2.3827351436930424e-05,458.633480544535,518.7986924211806,2013,218039.03169317273,9
2014-04-07,2.328895281865604e-05,448.655275066394,510.515980488644,2013,222888.2742662539,9
2014-04-08,2.4603114907086906e-05,452.803098796026,502.6305752547166,2013,220846.54514488415,9
2014-04-09,2.225195101599293e-05,442.837984932203,495.4420947158211,2013,225816.22038432327,10
2014-04-10,2.356691204440025e-05,366.911866063413,485.3029621192255,2013,272545.0148911704,13
2014-04-11,6.910801700097894e-05,421.943528071303,478.1651371876066,2013,236998.53972662735,10
2014-04-12,2.5893481490058813e-05,424.274212647575,471.43090473541486,2013,235696.62501045142,10
2014-04-13,2.3886082096491485e-05,416.362321654004,462.99785829216546,2013,240175.43086691631,11
2014-04-14,2.4981393474194325e-05,461.108246586649,456.86471116679303,2013,216868.81711669528,9
2014-04-15,1.5614065339961394e-05,521.615299606078,453.9832836270472,2013,191712.16809690904,7
2014-04-16,1.1682246859841507e-05,531.481846731999,456.3991753330218,2013,188153.18079984252,7
2014-04-17,1.1294610489887843e-05,499.837551544721,456.4579864628002,2013,200065.00050057343,8
2014-04-18,1.2136491657507243e-05,483.020013533606,456.1331359620988,2013,207030.75897090655,8
2014-04-19,1.2746342950747177e-05,504.365595178488,458.40309930723015,2013,198268.876695706,8
2014-04-20,1.162171925260162e-05,501.55718444916,460.7131908268828,2013,199379.06005638413,8
2014-04-21,1.1578906676197911e-05,498.084530300994,461.6669940485368,2013,200769.13438682727,8
2014-04-22,1.1558266572149168e-05,489.503510029223,464.191594923756,2013,204288.62704994716,8
2014-04-23,1.1728134869303144e-05,490.63296754332,466.2511857249431,2013,203818.34612687456,8
2014-04-24,1.1518804456542662e-05,503.291801028638,468.9297822895252,2013,198691.89165334697,8
2014-04-25,1.1001452439278002e-05,466.426171344243,469.16732428262856,2013,214396.20275122943,9
2014-04-26,1.230243525289226e-05,459.22670981882,469.1969857463429,2013,217757.36877206745,9
2014-04-27,1.2651362540441235e-05,438.709363717287,468.6996901788874,2013,227941.33946145265,10
2014-04-28,1.4475340223800944e-05,441.547805468089,468.1369255124906,2013,226476.0435033508,10
2014-04-29,1.3830695978823216e-05,447.709930772047,468.3805228044829,2013,223358.90523481672,10
2014-04-30,1.3025951819504191e-05,448.875715514009,472.4787152770126,2013,222778.81503455734,9
2014-05-01,1.2797371342794016e-05,460.194698255991,474.391273786247,2013,217299.33086793913,9
2014-05-02,1.1910490288583203e-05,452.239779761701,475.7895521419534,2013,221121.63607697902,9
2014-05-03,1.236683229054623e-05,438.978588005844,476.92036545954534,2013,227801.54370232913,10
2014-05-04,1.342906225027326e-05,436.675398644705,475.698723062448,2013,229003.05423746494,10
2014-05-05,1.3547552349374336e-05,432.338179035394,471.23486703391393,2013,231300.4144651619,10
2014-05-06,1.3875169946298098e-05,430.128205394506,466.16718496703936,2013,232488.82250881864,10
2014-05-07,1.3953622595471382e-05,442.18287609585,463.28445119459576,2013,226150.7747267975,10
2014-05-08,1.2607665726646223e-05,440.402762711864,461.1535886535086,2013,227064.87893997514,10
2014-05-09,1.2668622258441171e-05,452.697999723553,458.57020888076187,2013,220897.8172226662,9
2014-05-10,1.181023962259162e-05,456.75584628872,456.33014197273985,2013,218935.34765352294,9
2014-05-11,1.169636912488772e-05,439.114476037405,453.3816392595604,2013,227731.0484099862,10
2014-05-12,1.3135754117962895e-05,441.280955581531,450.97051153717587,2013,226612.9973096562,10
2014-05-13,1.2961596299571032e-05,439.005774985389,448.3891519092793,2013,227787.4362890288,10
2014-05-14,1.333234299685694e-05,444.848205727645,445.46697214422966,2013,224795.78137542104,10
2014-05-15,1.2699573823267108e-05,446.96155873758,444.49374151389645,2013,223732.88719156268,10
2014-05-16,1.248016488482749e-05,448.74215371128,443.96951370851946,2013,222845.12202154254,9
2014-05-17,1.2305520880036316e-05,449.2222893045,444.4951599878802,2013,222606.94177669394,9
2014-05-18,1.2241992663635935e-05,446.962641437756,444.76590178636354,2013,223732.34523209248,10
2014-05-19,1.2474143876534836e-05,447.404856808884,444.75064808820537,2013,223511.20797670857,10
2014-05-20,1.2440710483628987e-05,490.335648158971,446.82364472045344,2013,203941.93319507362,8
2014-05-21,1.041316809760573e-05,493.933491817651,448.5105843985365,2013,202456.4068980318,8
2014-05-22,1.03694617327712e-05,526.81428842782,452.2393098318424,2013,189820.2121632493,7
2014-05-23,1.0143497743700376e-05,523.699320280538,456.4753464455771,2013,190949.2644489809,7
2014-05-24,1.0203138267574182e-05,527.691243132671,461.02613866997547,2013,189504.7554822853,7
2014-05-25,1.0215896317106156e-05,573.312458796026,468.07485265800705,2013,174424.95530273858,6
2014-05-26,1.0097019870545012e-05,584.847974868498,475.8108411317065,2013,170984.60505481757,6
2014-05-27,1.011347249784443e-05,573.928269245471,482.39811078918774,2013,174237.80175781803,6
2014-05-28,1.019822712028818e-05,579.189318819404,489.3374385945646,2013,172655.1176804088,6
2014-05-29,1.023620411070485e-05,570.349310929281,495.220004154851,2013,175331.14897091413,6
2014-05-30,1.038136543605676e-05,620.846360607832,503.4245298708067,2013,161070.44567692437,5
2014-05-31,1.0211722784956218e-05,627.892420689655,512.8634271034191,2013,159262.9512714352,5
2014-06-01,3.278738806956573e-05,630.074953535944,522.3031270011398,2014,158711.27623595545,2
2014-06-02,2.415548121517942e-05,663.505723845704,533.5281244441555,2014,150714.6003509906,0
2014-06-03,1.6956127537326232e-05,672.387897136178,544.9051090145822,2014,148723.67635693346,0
2014-06-04,1.5672893510395174e-05,643.887368790181,554.7513995172123,2014,155306.665182597,2
2014-06-05,1.8596846993099375e-05,661.503558153127,565.3894697393046,2014,151170.76660810897,1
2014-06-06,1.626132447394078e-05,650.133315897136,575.4350210689364,2014,153814.60625811398,1
2014-06-07,1.7352519126361438e-05,656.800271770894,585.9269025855933,2014,152253.28657428164,1
2014-06-08,1.6451038563811912e-05,657.819974868498,596.447658488574,2014,152017.27496947866,1
2014-06-09,1.6221406036302714e-05,648.336322326125,604.3476921969317,2014,154240.9341516087,1
2014-06-10,1.7143199808122923e-05,650.936609585038,612.1978480853011,2014,153624.79007556272,1
2014-06-11,1.6729816352365107e-05,631.489022209235,617.4315847743718,2014,158355.8802814254,2
2014-06-12,1.917253081574403e-05,591.975077147867,620.8453726177382,2014,168926.03060554428,5
2014-06-13,2.8319610001460857e-05,597.044999707773,624.3130604464934,2014,167491.5626945131,4
2014-06-14,2.6420774859092384e-05,575.559461718293,624.4254105926067,2014,173743.99458477652,6
2014-06-15,3.48661846463273e-05,589.724646405611,624.6692441694624,2014,169570.66422355405,5
2014-06-16,2.8753262421170088e-05,590.567482174167,625.5012048158972,2014,169328.65932924586,5
2014-06-17,2.8674621141520228e-05,609.080002922268,626.9957390210404,2014,164182.0442638341,4
2014-06-18,2.283528031933639e-05,607.629796025716,628.8597632758622,2014,164573.89129707494,4
2014-06-19,2.347411809538727e-05,595.751476914085,627.6050190911748,2014,167855.22801888295,5
2014-06-20,2.8180869962029645e-05,591.531522793688,625.7869741963765,2014,169052.6982023198,5
2014-06-21,3.104359550201687e-05,592.764349503215,623.92144399474,2014,168701.10370808936,5
2014-06-22,3.087992662572016e-05,599.634633547633,620.7278894798363,2014,166768.21918768695,4
2014-06-23,2.796172459644197e-05,589.552299824664,616.5861096142607,2014,169620.2356088519,5
2014-06-24,3.55146701754549e-05,579.973718585622,613.3904271040327,2014,172421.60600633651,6
2014-06-25,4.3945586085569847e-05,562.236779953244,608.4270881940386,2014,177861.00725803827,7
2014-06-26,6.6153989640648e-05,580.749230274693,604.9578839129165,2014,172191.3603789027,6
2014-06-27,4.086070452983551e-05,600.638305376973,602.1497855932204,2014,166489.54804378975,4
2014-06-28,2.6665468787155975e-05,594.390304208065,598.9783020601988,2014,168239.6218310372,5
2014-06-29,3.030028014073465e-05,600.840518410286,596.6035118644069,2014,166433.51594293557,4
2014-06-30,2.6045749450459292e-05,638.94611396844,596.0039870835769,2014,156507.72078244362,2
2014-07-01,1.502827518836356e-05,642.95659672706,596.5773658094682,2014,155531.49389717012,2
2014-07-02,1.4438456131978032e-05,651.298347749854,599.5435293395675,2014,153539.46520129556,1
2014-07-03,1.3362474385230153e-05,646.413389130333,602.0119488106955,2014,154699.7659416326,1
2014-07-04,1.3648333593007996e-05,630.635502922268,604.7657508708942,2014,158570.20344813346,2
2014-07-05,1.5661023025515984e-05,630.468341905318,606.8029356458795,2014,158612.24641001518,2
2014-07-06,1.5368185472436308e-05,634.67267445938,609.0081952601403,2014,157561.5337231604,2
2014-07-07,1.4520676494821233e-05,622.854978959673,609.6969440620105,2014,160551.01649347905,3
2014-07-08,1.6268509101248237e-05,624.894331092928,610.5601708153711,2014,160027.0558145438,3
2014-07-09,1.5516128020181765e-05,621.939091759205,611.8695515576271,2014,160787.44900427776,3
2014-07-10,1.5799591294776115e-05,616.522849795441,613.1191179077148,2014,162199.98988387774,3
2014-07-11,1.6625638892569458e-05,634.494378141438,615.2056193396259,2014,157605.80935787037,2
2014-07-12,1.337889640537388e-05,636.923957934541,617.0700855589713,2014,157004.61374429465,2
2014-07-13,1.317741049296174e-05,629.87575043834,619.0862580896551,2014,158761.46990959486,2
2014-07-14,1.4125962686356245e-05,619.197459088252,621.0474451147866,2014,161499.3707294063,3
2014-07-15,1.6113815398658055e-05,621.934601402689,624.0323361872588,2014,160788.6098867366,3
2014-07-16,1.5536650693812568e-05,616.351882232612,625.8124687851548,2014,162244.98193754177,3
2014-07-17,1.6855809690722612e-05,624.259274985389,626.9935172655756,2014,160189.85060709037,3
2014-07-18,1.5026523273535443e-05,630.750140268849,628.8115090686148,2014,158541.38368859707,2
2014-07-19,1.392768591397013e-05,629.17336440678,630.2281513684395,2014,158938.7053825548,2
2014-07-20,1.418450087954841e-05,625.248676212741,629.5432794806545,2014,159936.36420907028,3
2014-07-21,1.487539691850787e-05,621.305331385155,628.4607162135592,2014,160951.45969061184,3
2014-07-22,1.5696893162028878e-05,619.823264465225,626.8869620493278,2014,161336.31267661214,3
2014-07-23,1.601861295186487e-05,619.772816773817,625.554933431502,2014,161349.44497976344,3
2014-07-24,1.60776700283024e-05,602.87964552893,624.1671405618351,2014,165870.58584846742,4
2014-07-25,2.279832733229743e-05,601.578514319112,622.7226491825248,2014,166229.34100826984,4
2014-07-26,2.5747856459320276e-05,594.702607247224,620.7241458219171,2014,168151.27221802977,5
2014-07-27,3.4340543100369384e-05,591.575444184687,619.1601690831677,2014,169040.14692127838,5
2014-07-28,3.6727184065030866e-05,587.493004967855,617.2901027769141,2014,170214.79260926956,5
2014-07-29,4.099396070202745e-05,584.11239333723,615.3987678558153,2014,171199.9285422904,5
2014-07-30,4.251661577047688e-05,562.914625073057,612.7183566196961,2014,177646.8323007626,7
2014-07-31,7.493981758723238e-05,581.975561952075,610.0924158102281,2014,171828.5208825227,5
2014-08-01,3.3843882328520706e-05,596.506759205143,608.0715558737581,2014,167642.69382840183,4
2014-08-02,2.1805987610754237e-05,589.757261542957,606.0656314289889,2014,169561.28651705655,5
2014-08-03,2.500945671612582e-05,586.753736703682,604.4434453097605,2014,170429.2512252057,5
2014-08-04,2.5947933598411785e-05,587.60833547633,602.7271320134425,2014,170181.38437218984,5
2014-08-05,2.4293502077532276e-05,581.881988603156,601.0036373319697,2014,171856.15289460367,5
2014-08-06,2.7227311257841796e-05,582.248371420222,598.9030921537113,2014,171748.01151625326,5
2014-08-07,2.5776313548100663e-05,586.046633547633,596.6679168176505,2014,170634.88513644395,5
2014-08-08,2.256019049325699e-05,589.024412624196,594.6604692285213,2014,169772.25027819193,5
2014-08-09,2.046959034136793e-05,588.978521332554,592.8469614845119,2014,169785.47838001238,5
2014-08-10,2.004719181516225e-05,589.373502045587,591.2503700175337,2014,169671.69316727304,5
2014-08-11,1.9440693922914657e-05,573.441483927528,588.9312809906488,2014,174385.70944518218,6
2014-08-12,2.8742700673069265e-05,568.307520163647,586.3580161601402,2014,175961.07116654815,6
2014-08-13,3.223802628405708e-05,548.370175336061,583.6325426504968,2014,182358.56816741792,8
2014-08-14,5.8094192483444626e-05,505.107499707773,578.8089919199299,2014,197977.65833580852,12
2014-08-15,0.0002127082260777,500.323060132671,574.0900145642022,2014,199870.85938729855,12
2014-08-16,0.000174217165488,521.7479628872,570.5986404993279,2014,191663.42202206096,10
2014-08-17,7.066719820190405e-05,497.764658971362,566.1122231995032,2014,200898.15176242415,12
2014-08-18,0.0001345423501561,468.957918176505,560.3544994414669,2014,213238.74941453122,15
2014-08-19,0.0002863885984777,486.794350672122,556.5484857214203,2014,205425.5557032019,13
2014-08-20,0.0001315873759826,515.120353886616,553.2057253181472,2014,194129.38985131067,11
2014-08-21,5.2362919574178514e-05,519.307852133255,549.3457799645529,2014,192564.0053182556,10
2014-08-22,4.4829081365836934e-05,516.159368790181,545.665885326914,2014,193738.61261956487,11
2014-08-23,4.6741000951076835e-05,497.12575949737,541.1844864665984,2014,201156.34341923302,12
2014-08-24,7.609307940621135e-05,508.430741963764,537.2256067909702,2014,196683.62226438115,11
2014-08-25,5.224011232351554e-05,501.610286674459,533.2120216945353,2014,199357.95308938547,12
2014-08-26,6.0342521729460455e-05,511.852321741672,529.6922192106078,2014,195368.85103838457,11
2014-08-27,4.372245051985251e-05,510.162323787259,525.8980037225891,2014,196016.0430069325,11
2014-08-28,4.418216077694254e-05,506.285151665693,521.7610406746641,2014,197517.14951741538,12
2014-08-29,4.729673782626322e-05,508.866571887785,517.7554432024256,2014,196515.16826704025,11
2014-08-30,4.27815643362666e-05,501.275723261251,513.3505542632087,2014,199491.0093579034,12
2014-08-31,5.058102660483156e-05,478.511425482174,508.604051340941,2014,208981.42588598505,14
2014-09-01,9.576075726310965e-05,474.541489772063,503.9157498213618,2014,210729.72997162607,15
2014-09-02,0.0001022076643411,474.430670660433,500.2187745875803,2014,210778.9529306666,15
2014-09-03,9.6440944474243e-05,473.95920338983,498.6613597716832,2014,210988.62367221576,15
2014-09-04,9.26001834999138e-05,489.555201344243,498.12296683226185,2014,204267.05655545162,13
2014-09-05,5.424615963888117e-05,478.749782875511,495.9730578316774,2014,208877.37932614985,14
2014-09-06,7.29621026722531e-05,480.64249181765,495.11694947399184,2014,208054.84679856146,14
2014-09-07,6.601751487623082e-05,478.36550087668,495.58732860900056,2014,209045.17532458817,14
2014-09-08,6.88795931483777e-05,468.975495908825,494.6963858708356,2014,213230.75698488374,15
2014-09-09,9.373692394419897e-05,473.51202717709,492.61596953535934,2014,211187.8775205867,15
2014-09-10,7.790257777992979e-05,477.778417592051,490.5394978082992,2014,209302.04529536652,14
2014-09-11,6.476180479226183e-05,477.270682057276,488.595063471654,2014,209524.70738187782,14
2014-09-12,6.557231139450331e-05,473.997282291058,487.4386396113383,2014,210971.67375443937,15
2014-09-13,7.501410620103468e-05,477.960973991818,485.91515121274114,2014,209222.10272697255,14
2014-09-14,5.957477073842158e-05,475.648063997662,484.6170400789012,2014,210239.4765565398,15
2014-09-15,6.39012825297915e-05,472.655629748685,482.65720547925184,2014,211570.525570955,15
2014-09-16,7.098273070110727e-05,464.177754529515,480.35797701636466,2014,215434.71013891822,16
2014-09-17,0.0001025372648357,456.339891291642,477.86071399766206,2014,219134.90779198846,17
2014-09-18,0.000146368943472,426.880106954997,473.7613907510227,2014,234257.81237105597,20
2014-09-19,0.0005257219532592,393.893890707189,468.3922991233197,2014,253875.47854693065,25
2014-09-20,0.0016478642445571,411.041342781999,465.0187949883109,2014,243284.53026934635,22
2014-09-21,0.0005501055667642,400.404530683811,461.31194703389826,2014,249747.4237597161,24
2014-09-22,0.0007195205847683,400.881622150789,457.6344946084161,2014,249450.19794992162,24
2014-09-23,0.0005802127711411,438.491800993571,455.861124488603,2014,228054.43516483484,19
2014-09-24,0.0001154240244215,423.700091759205,452.5683690093512,2014,236015.9979781913,21
2014-09-25,0.0001949107341161,409.537749853887,449.10776735827005,2014,244177.7346183045,23
2014-09-26,0.0003242180953549,405.298251899474,445.3405553623612,2014,246731.88085894575,23
2014-09-27,0.0003576450429357,400.599334599649,441.4522470485096,2014,249625.97628859768,24
2014-09-28,0.0004016440123863,375.549989772063,436.7809717416716,2014,266276.13559700584,28
2014-09-29,0.001049301927452,373.0645578609,431.7585982758621,2014,268050.12133392144,28
2014-09-30,0.0010113221107086,389.264040411455,427.3328794168322,2014,256895.03683489293,26
2014-10-01,0.0004551914460016,382.909365867914,422.61481360736417,2014,261158.40695966515,27
2014-10-02,0.0005462063728785,372.525699006429,417.54123444313274,2014,268437.8561444541,28
2014-10-03,0.0007717074378199,357.665713617767,411.5264714244301,2014,279590.6797677252,31
2014-10-04,0.0012954953923555,328.826113091759,404.185373879135,2014,304112.1006472347,37
2014-10-05,0.0038928504129242,322.826261542957,396.6939054688486,2014,309764.14224185864,38
2014-10-06,0.0041246457984232,326.803532729398,389.8251943788427,2014,305994.2442017683,37
2014-10-07,0.0029222409255196,333.570194915254,383.68670956002336,2014,299786.9759479133,36
2014-10-08,0.0019781771964413,354.407334307423,380.0630709276446,2014,282161.20356374216,32
2014-10-09,0.0007738050105101,361.716424897721,378.45419763717126,2014,276459.66043227375,30
2014-10-10,0.0005523075107708,358.890390810053,375.8466500385739,2014,278636.6048260294,31
2014-10-11,0.0005952630386641,361.908376972531,373.92184235301,2014,276313.029381992,30
2014-10-12,0.0005053284916307,377.871243717124,372.7713234313267,2014,264640.4077121582,28
2014-10-13,0.0002592063451259,391.994208942139,370.4464438287551,2014,255105.80952169292,25
2014-10-14,0.0001466914785466,400.880592054354,369.3054688435126,2014,249450.8389332087,24
2014-10-15,0.0001022142039601,394.625879894798,368.5598753455581,2014,253404.56643811264,25
2014-10-16,0.0001231684557516,382.321476329632,367.411036567066,2014,261559.98600973558,27
2014-10-17,0.0001927017016042,382.200789596727,366.4911093169199,2014,261642.578251901,27
2014-10-18,0.000185685710912,391.293177089421,367.2782686827878,2014,255562.85122024326,25
2014-10-19,0.0001227014414158,388.684497954413,368.05926568746344,2014,257278.0765023681,26
2014-10-20,0.0001361135810295,381.190858562244,367.65560659500295,2014,262335.77682627237,27
2014-10-21,0.0001845799158091,385.204633541204,367.7703699786674,2014,259602.27705647095,26
2014-10-22,0.0001519700619954,380.778763296318,368.18302319316183,2014,262619.68796348304,27
2014-10-23,0.0001818027746392,357.344793103448,368.1669771674459,2014,279841.7716724668,31
2014-10-24,0.0005387157388048,357.48843395675,369.6000932106955,2014,279729.3296825886,31
2014-10-25,0.0005162422192654,345.811246639392,370.7493424655172,2014,289175.09471367445,33
2014-10-26,0.0009318060408901,353.081956165985,372.06326363734655,2014,283220.3635832064,32
2014-10-27,0.0006035104923035,350.015711864407,372.88553948480416,2014,285701.46027827205,33
2014-10-28,0.0006899306427027,354.653805084746,372.8978630236704,2014,281965.112361066,32
2014-10-29,0.0005191190977221,333.599350087668,371.4920092831677,2014,299760.7758340074,36
2014-10-30,0.0016238949804734,344.609382232613,370.77795885429566,2014,290183.6257391841,34
2014-10-31,0.0008269158223951,337.182912624196,369.5416856368789,2014,296574.9338296216,35
2014-11-01,0.0012062214905701,324.371315020456,366.8666892020456,2014,308288.6660113384,38
2014-11-02,0.0023570696945988,324.248566627703,363.4794070863237,2014,308405.37258201174,38
2014-11-03,0.0022063382900445,325.361865575687,359.7034707623904,2014,307350.0940961921,38
2014-11-04,0.0020282237937645,329.657703974284,356.4550619663647,2014,303344.9508214764,37
2014-11-05,0.0015877185373,338.805765341905,354.27927641697835,2014,295154.36344208976,35
2014-11-06,0.000950568102176,349.689911747516,352.65373252451775,2014,285967.6434480679,33
2014-11-07,0.0005225691778373,342.133288135593,350.1957380768264,2014,292283.7486668891,34
2014-11-08,0.0007672991119659,345.716332554062,348.0473298068088,2014,289254.48578383937,33
2014-11-09,0.0006020001997273,363.610051724138,347.1682894649035,2014,275019.89982352726,30
2014-11-10,0.0002290836794831,365.502253945061,346.1831704850964,2014,273596.12402015744,30
2014-11-11,0.0002047794128331,367.825466978375,345.53550566919927,2014,271868.0705321558,29
